"new_name"	"depth"
"240"	"water_spring_eelgrass_20"	3748929
"241"	"water_spring_eelgrass_21"	6820708
"242"	"water_spring_eelgrass_24"	3899565
"243"	"water_spring_eelgrass_25"	5481074
"244"	"water_spring_eelgrass_26"	2766350
"245"	"water_spring_eelgrass_27"	6756970
"246"	"water_spring_eelgrass_28"	2992427
"247"	"water_spring_eelgrass_29"	6980692
"248"	"water_spring_eelgrass_30"	2406267
"249"	"water_spring_eelgrass_31"	5800064
"250"	"water_spring_eelgrass_8"	2499899
"251"	"water_spring_eelgrass_9"	3797372
"252"	"water_spring_rocks_1"	4004759
"253"	"water_spring_rocks_10"	5236989
"254"	"water_spring_rocks_11"	4072792
"255"	"water_spring_rocks_12"	3551948
"256"	"water_spring_rocks_13"	2944927
"257"	"water_spring_rocks_14"	5441846
"258"	"water_spring_rocks_15"	4418862
"259"	"water_spring_rocks_16"	5048021
"260"	"water_spring_rocks_17"	5961470
"261"	"water_spring_rocks_18"	4688049
"262"	"water_spring_rocks_19"	5403679
"263"	"water_spring_rocks_2"	3672672
"264"	"water_spring_rocks_20"	4390416
"265"	"water_spring_rocks_21"	4653473
"266"	"water_spring_rocks_23"	3904316
"267"	"water_spring_rocks_24"	2908127
"268"	"water_spring_rocks_25"	5370567
"269"	"water_spring_rocks_26"	3850213
"270"	"water_spring_rocks_27"	2688662
"271"	"water_spring_rocks_28"	6880078
"272"	"water_spring_rocks_29"	5265634
"273"	"water_spring_rocks_3"	4195952
"274"	"water_spring_rocks_30"	5138305
"275"	"water_spring_rocks_31"	4609711
"276"	"water_spring_rocks_32"	2113417
"277"	"water_spring_rocks_33"	4655475
"278"	"water_spring_rocks_4"	4409352
"279"	"water_spring_rocks_5"	3974961
"280"	"water_spring_rocks_6"	3023538
"281"	"water_spring_rocks_7"	3160000
"282"	"water_spring_rocks_8"	4173926
"283"	"water_spring_rocks_9"	4295586
"284"	"water_spring_sand_1"	4951899
"285"	"water_spring_sand_10"	3907817
"286"	"water_spring_sand_11"	5303872
"287"	"water_spring_sand_12"	4514449
"288"	"water_spring_sand_13"	3852998
"289"	"water_spring_sand_14"	6887041
"290"	"water_spring_sand_15"	5755507
"291"	"water_spring_sand_16"	4509039
"292"	"water_spring_sand_17"	7308181
"293"	"water_spring_sand_18"	6303853
"294"	"water_spring_sand_19"	6203105
"295"	"water_spring_sand_20"	5034795
"296"	"water_spring_sand_21"	4590154
"297"	"water_spring_sand_23"	3063758
"298"	"water_spring_sand_24"	2715031
"299"	"water_spring_sand_25"	5340599
"300"	"water_spring_sand_26"	1249578
"301"	"water_spring_sand_27"	5339239
"302"	"water_spring_sand_28"	4051255
"303"	"water_spring_sand_29"	4398699
"304"	"water_spring_sand_3"	3425703
"305"	"water_spring_sand_30"	6244747
"306"	"water_spring_sand_31"	6096099
"307"	"water_spring_sand_32"	3368784
"308"	"water_spring_sand_33"	4083894
"309"	"water_spring_sand_4"	5682068
"310"	"water_spring_sand_5"	3865890
"311"	"water_spring_sand_6"	3517681
"312"	"water_spring_sand_7"	3971999
"313"	"water_spring_sand_8"	3389765
"314"	"water_spring_sand_9"	4815570
