Sample_ID	Grain_size	Density_wet	Dry_matter_per_WW	Watercontent	Organic_content	Inorganic_content	TP
2C5RB2	2	1.90744	0.825235918	0.651128	0.005420384	0.00686688	0.222716602
2C5RB3	2	1.9273	0.81428942	0.5645	0.006445462	0.007249739	0.255695625
2C6SB1	2	1.818211111	0.833334352	0.275233333	0.003956006	0.002967903	0.424572433
2C6SB2	2	1.885755556	0.818569627	0.342133333	0.003937643	0.003191512	0.394101968
2C6SB3	2	1.787031579	0.826628104	0.309821053	0.003926935	0.003448955	0.426703073
2C6RB1	2	1.747409524	0.82426776	0.30707619	0.007106839	0.008683305	0.23113752
2C6RB2	2	1.7842	0.832737361	0.29843	0.004276275	0.003396671	0.208189953
2C6RB3	2	1.99606	0.832970953	0.3334	0.006058553	0.00695481	0.230476078
2C7SB1	2	1.786354545	0.830039848	0.303609091	0.004077392	0.003729823	0.570530059
2C7SB2	2	1.793469565	0.825894913	0.312252174	0.003970163	0.003966702	0.661760234
2C7SB3	2	1.848390909	0.832458699	0.309681818	0.003907744	0.003672944	0.600433676
2C7RB1	2	1.824154545	0.840578699	0.290809091	0.004066008	0.004613794	0.2578716
2C7RB2	2	1.535866667	0.847925167	0.233566667	0.003857364	0.004086086	0.335853188
2C7RB3	2	2.2098	0.843623857	0.34556	0.003247381	0.003802048	0.328063352
2C8EB1	1	1.41115	0.517925097	0.68028	0.057605621	0.039536194	0.997138979
2C8EB2	1	1.458363636	0.553833687	0.650672727	0.04152305	0.014211097	1.053113404
2C8EB3	1	1.432436364	0.528724106	0.675072727	0.044983278	0.015180684	1.048867021
2C8RB1	1	1.622016667	0.663885492	0.545183333	0.023078429	0.011061598	1.064959992
2C8RB2	2	1.615509091	0.667265033	0.537536364	0.022934198	0.016162226	0.628938143
2C8RB3	1	1.61072	0.74471044	0.4112	0.022750266	0.011364862	0.761711323
2C8SB1	1	1.496127273	0.628416396	0.555936364	0.036637514	0.014137192	1.085276208
