Sample_ID	season	cluster	habitat	field_replicate	d14N_15N	d12C_13C	N	C	CN_ratio	Density	Dry_matter	Grain_size	Water_content	Organic_content	Inorganic_content	TP	NP_ratio	hb	snch	Salinity	sal_group	log_N	log_C	log_Organic_content	log_Inorganic_content	log_CN_ratio	log_NP_ratio	log_TP	d14N_15N_summedmin	cube_d14N_15N	hab_uni
67	2C19RB1	autumn	19	RB	1	2.48459049	-20.16573014	368.2060991	3981.657507	12.61594282	1.955987	0.801844286	2	0.38759	0.020591009	0.005226344	0.506725984	726.637493884663	rocks	autumn_19_rocks	18.51820737	2	5.90864283330057	8.28945347062871	-3.88290075477206	-5.25404328932753	2.53496131731058	6.58842772027887	-0.679784886978303	29.42886878	25487.1165865515	rocks
68	2C19RB2	autumn	19	RB	2	1.66061012	-20.23866269	255.5935109	2524.950711	11.52523716	1.970903636	0.821124966	2	0.352545455	0.013552243	0.003610622	0.577370926	442.685108290333	rocks	autumn_19_rocks	18.51820737	2	5.54358833446593	7.83397682112289	-4.30120321030049	-5.62387522231017	2.44453916654518	6.09285870079493	-0.549270366329005	28.60488841	23405.6536219718	rocks
69	2C19RB3	autumn	19	RB	3	1.603375555	-20.44845977	169.6305429	1447.839568	9.957794949	1.912527	0.827333157	2	0.33023	0.008424987	0.00286787	0.386110403	439.331708190209	rocks	autumn_19_rocks	18.51820737	2	5.1336227949977	7.27782777122727	-4.77655334577161	-5.85418568502663	2.29835565642333	6.08525472727569	-0.95163193227798	28.547653845	23265.439776025	rocks
70	2C19SB1	autumn	19	SB	1	0.734989058	-18.68561677	152.4931811	1310.501057	10.02613945	1.896433	0.824322821	2	0.33316	0.007583354	0.003476105	0.443316241	343.98284338967	sand	autumn_19_sand	18.35552642	2	5.0271198809494	7.17816482932552	-4.88179969698228	-5.66184286490058	2.30519562758161	5.84059178226242	-0.813471901313015	27.679267348	21206.2448413706	sand
71	2C19SB2	autumn	19	SB	2	0.053108296	-17.52842923	155.4737561	1299.430298	9.750854762	1.83317	0.821943228	2	0.326408333	0.007478219	0.003377143	0.359502397	432.469317026557	sand	autumn_19_sand	18.35552642	2	5.04647694631476	7.16968121509009	-4.89576061695072	-5.69072519319837	2.27735494906459	6.06951138056414	-1.02303443424938	26.997386586	19677.2850167887	sand
72	2C19SB3	autumn	19	SB	3	-0.077149678	-17.21364408	174.2451261	1419.458469	9.50405281	1.815156	0.823932488	2	0.31959	0.008602524	0.003784732	0.542843667	320.985832003821	sand	autumn_19_sand	18.35552642	2	5.16046307851774	7.25803071799999	-4.75569963040987	-5.57678020041199	2.2517183192126	5.7713969850962	-0.610933906578461	26.867128612	19393.8379678911	sand
73	2C1RB1	autumn	1	RB	1	0.542774566	-22.52008508	167.6742616	1735.350487	12.07445644	1.834377778	0.806952403	2	0.354122222	0.011731142	0.006565223	0.439561149	381.458329475793	rocks	autumn_1_rocks	28.44073047	3	5.12202317821884	7.458964681778	-4.44550826385191	-5.02596880379209	2.49109218320451	5.94400161664805	-0.821978438429216	27.487052856	20767.5149942341	rocks
74	2C1RB2	autumn	1	RB	2	1.817093311	-32.36971952	322.5904487	4081.584006	14.76128021	1.793083333	0.759376307	2	0.431458333	0.018005937	0.008534024	0.536697173	601.066047910783	rocks	autumn_1_rocks	28.44073047	3	5.77638355799924	8.31424042881852	-4.01705374213569	-4.76369428193999	2.69200755050591	6.39870482518716	-0.622321267187924	28.761371601	23791.8810465981	rocks
75	2C1RB3	autumn	1	RB	3	-8.316019818	-46.02416447	194.7655229	1547.198399	9.267886694	1.834109091	0.804051509	2	0.359390909	0.009284497	0.01213319	0.297906143	653.781492850921	rocks	autumn_1_rocks	28.44073047	3	5.27179638837803	7.344201089926	-4.67940925904285	-4.41181060626414	2.22655538098828	6.48277318683978	-1.21097679846175	18.628258472	6464.22948408609	rocks
76	2C1SB1	autumn	1	SB	1	-4.467299752	-25.05075893	63.49875553	565.6886592	10.39343365	1.76813	0.813379107	2	0.32997	0.007091425	0.005127646	0.153105555	414.738417100542	sand	autumn_1_sand	31.40622371	3	4.15102030775385	6.33804385477322	-4.94886897132728	-5.27310859450795	2.34117422693547	6.02764800125572	-1.87662769350188	22.476978538	11355.696916557	sand
77	2C1SB2	autumn	1	SB	2	-6.928736581	-23.74066534	61.6163114	417.4496737	7.904150836	1.80386	0.812529797	2	0.33817	0.006651647	0.005260523	0.171224286	359.857312531004	sand	autumn_1_sand	31.40622371	3	4.12092663094189	6.03416399498921	-5.01289078580639	-5.24752482751753	2.0673880437655	5.88570759880057	-1.76478096785868	20.015541709	8018.66454723714	sand
78	2C1SB3	autumn	1	SB	3	-5.03014038	-23.24872277	57.47054152	509.5367652	10.34372643	1.7583	0.816750081	2	0.322208333	0.006528562	0.005398619	0.171871189	334.381474023549	sand	autumn_1_sand	31.40622371	3	4.05127249513056	6.23350200943135	-5.03156857433965	-5.22161209885989	2.33638019390405	5.81228247902859	-1.76100998389804	21.91413791	10523.81418402	sand
79	2C20EB1	autumn	20	EB	1	1.359635254	-15.9866508	245.3626702	2823.156284	13.42373039	1.871563636	0.797937553	1	0.378172727	0.008469079	0.001800034	0.677835322	361.979764459663	eelgrass	autumn_20_eelgrass	14.62111002	1	5.50273740253126	7.94561078768464	-4.77133351294827	-6.31994972536952	2.59702406534557	5.89158831098065	-0.388850908449391	28.303913544	22674.5912551361	eelgrass
80	2C20EB2	autumn	20	EB	2	1.450421115	-20.27692564	187.3642086	1445.014817	8.997719643	2.02626	0.874364593	1	0.25457	0.010136303	0.016148205	0.62358618	300.46241339088	eelgrass	autumn_20_eelgrass	14.62111002	1	5.2330543622359	7.2758748544732	-4.59163194296101	-4.12594638100143	2.19697117223186	5.70532266592206	-0.472268303686167	28.394699405	22893.4806499469	eelgrass
81	2C20EB3	autumn	20	EB	3	2.613861662	-14.23128335	439.9874496	6061.104457	16.07156872	1.76372	0.74042365	1	0.45782	0.021786242	0.004431809	0.786710052	559.2752354968	eelgrass	autumn_20_eelgrass	14.62111002	1	6.08674620286914	8.70964731608755	-3.82647660933254	-5.41894742613367	2.77705179290669	6.32664172317302	-0.239895520303885	29.558139952	25824.4632286925	eelgrass
82	2C20RB1	autumn	20	RB	1	1.43463227	-20.12229482	126.0602543	1206.386932	11.16491021	1.951254545	0.850445867	3	0.291818182	0.007449225	0.003700516	0.434207892	290.322347019893	rocks	autumn_20_rocks	14.62492735	1	4.83676000137628	7.09538516496691	-4.89964527884747	-5.59928300959607	2.41277584316395	5.67099184712363	-0.834231845747346	28.37891056	22855.3121883746	rocks
83	2C20RB2	autumn	20	RB	2	1.598441541	-20.17967527	128.1474086	1147.872491	10.45034455	2.065990909	0.863596161	3	0.281809091	0.011937698	0.004420517	0.490075685	261.484934923878	rocks	autumn_20_rocks	14.62492735	1	4.85318123099033	7.04566550015323	-4.42805398692541	-5.421498621407	2.34663494915914	5.56637667161171	-0.713195440621383	28.542719831	23253.3786622809	rocks
84	2C20RB3	autumn	20	RB	3	2.211246104	-19.63005898	159.4174835	1314.196498	9.617698222	1.91376	0.846025625	3	0.29467	0.009641533	0.007516628	0.496941243	320.797449890872	rocks	autumn_20_rocks	14.62492735	1	5.07152644352831	7.18098072972121	-4.64167515810654	-4.89063764583896	2.2636049659856	5.77080992674278	-0.699283483214479	29.155524394	24783.4961496909	rocks
85	2C20SB1	autumn	20	SB	1	1.068528417	-19.61613106	113.5715127	874.6542512	8.984911226	1.80179	0.810088856	2	0.34218	0.003781953	0.001437612	0.493544853	230.11386302513	sand	autumn_20_sand	14.63151744	1	4.73243270635346	6.77382866678293	-5.57751473611024	-6.54477187528435	2.19554663994186	5.43857424305409	-0.706141536700629	28.012806707	21982.135153951	sand
86	2C20SB2	autumn	20	SB	2	0.298822203	-20.08762599	116.8604237	912.259236	9.107466911	1.91413	0.803675821	2	0.37579	0.003862209	0.001550926	0.516017132	226.466170313121	sand	autumn_20_sand	14.63151744	1	4.76098026282569	6.81592419968295	-5.55651597940228	-6.46890310708004	2.2090946167345	5.42259557532704	-0.661615312501346	27.243100493	20219.4620707328	sand
87	2C20SB3	autumn	20	SB	3	1.516536906	-20.28298773	107.1758732	870.3005385	9.47368655	1.7384	0.804158997	2	0.34045	0.003855378	0.001506856	0.547986725	195.581148795165	sand	autumn_20_sand	14.63151744	1	4.67447115987329	6.76883859854743	-5.55828622229916	-6.49772991798432	2.24851811866818	5.27597537665338	-0.601504216780093	28.460815196	23053.7726495646	sand
88	2C21EB1	autumn	21	EB	1	2.207298892	-17.22630596	736.5628037	7016.111757	11.11305604	1.682136364	0.703764153	1	0.498309091	0.016705384	0.002698058	0.740331681	994.90920435161	eelgrass	autumn_21_eelgrass	15.72899068	2	6.60199450545111	8.85596446280201	-4.09202421630802	-5.91522302402215	2.40812063693353	6.90265148108695	-0.300656975635843	29.151577182	24773.4315936321	eelgrass
89	2C21EB2	autumn	21	EB	2	2.245784203	-17.50208112	609.765941	5620.213205	10.75316767	1.718154545	0.716884395	1	0.486436364	0.014239415	0.002754809	0.697400253	874.341439334121	eelgrass	autumn_21_eelgrass	15.72899068	2	6.41307518025573	8.63412487900089	-4.25174145530285	-5.89440716727424	2.37520037814463	6.77347096222036	-0.360395781964627	29.190062493	24871.6773019676	eelgrass
90	2C21EB3	autumn	21	EB	3	2.540838252	-17.51479026	920.9370143	8430.91801	10.68050351	1.68121	0.678594584	1	0.54035	0.020123288	0.00327144	0.759150867	1213.11461836215	eelgrass	autumn_21_eelgrass	15.72899068	2	6.82539164553452	9.03966094305034	-3.90587752761901	-5.72252502403358	2.36841997755184	7.10094639612233	-0.275554750587807	29.485116542	25633.5376130126	eelgrass
91	2C21RB1	autumn	21	RB	1	2.149077525	-20.19183766	350.9013037	2998.714253	9.970039794	1.79762	0.763109	3	0.42584	0.010639616	0.003442582	0.541314043	648.239793956352	rocks	autumn_21_rocks	16.85777504	2	5.86050499788577	8.00593889344926	-4.54317088594547	-5.67153350774682	2.2995845753399	6.47426068030155	-0.613755682415777	29.093355815	24625.2957666826	rocks
92	2C21RB2	autumn	21	RB	2	2.274401486	-19.75863115	332.5145999	2789.792153	9.788314598	1.789681818	0.750148579	3	0.447154545	0.009177256	0.003039771	0.50591376	657.255497261035	rocks	autumn_21_rocks	16.85777504	2	5.8066837686056	7.93372237490775	-4.69102702970782	-5.79597309534874	2.28118928625721	6.48807282760854	-0.681389059002938	29.218679776	24944.8999457651	rocks
93	2C21RB3	autumn	21	RB	3	2.224074541	-19.87516695	377.4767912	3227.174185	9.974219969	1.798309091	0.75573013	3	0.439272727	0.010534727	0.003217854	0.512980515	735.850154464444	rocks	autumn_21_rocks	16.85777504	2	5.93350908653419	8.07936216797361	-4.55307814568301	-5.73904060123609	2.30000376112177	6.60102650352305	-0.66751741698886	29.168352831	24816.2247769691	rocks
94	2C21SB1	autumn	21	SB	1	0.928402414	-15.63924028	425.0733735	3320.310003	9.113003178	1.86991	0.793449952	2	0.38623	0.008477215	0.002293216	0.35972571	1181.65969705084	sand	autumn_21_sand	16.47211128	2	6.05226179755265	8.10781343194901	-4.77037330293124	-6.07780007980455	2.20970231424651	7.07467525215732	-1.02241345460467	27.872680704	21653.9046089996	sand
95	2C21SB2	autumn	21	SB	2	1.031029909	-15.44996771	377.7829524	3066.28034	9.469265462	1.87041	0.798252789	2	0.37735	0.008221165	0.002072779	0.379105513	996.511365425593	sand	autumn_21_sand	16.47211128	2	5.93431983070364	8.02822049034641	-4.80104335246252	-6.17886505999116	2.24805133945896	6.90426054493211	-0.969940714228472	27.975308199	21893.9760825369	sand
96	2C21SB3	autumn	21	SB	3	1.186944758	-16.2161888	435.3542293	3631.207079	9.730945457	1.792663636	0.79251799	2	0.371945455	0.010008134	0.002700451	0.397024181	1096.54335966	sand	autumn_21_sand	16.47211128	2	6.07616001993974	8.19732040063364	-4.60435711661859	-5.91433648288395	2.27531106074758	6.99991811076968	-0.923758090829945	28.131223048	22262.0853055092	sand
97	2C23RB1	autumn	23	RB	1	-0.996849924	-24.49183995	99.11401386	869.5995244	10.23601748	1.69755	0.79447439	2	0.34889	0.011288956	0.029543438	0.48371445	204.901908264266	rocks	autumn_23_rocks	9.231963865	1	4.59627084264002	6.76803278888873	-4.48393037630976	-3.52189362408776	2.3259126259944	5.32253136835066	-0.726260525710641	25.947428366	17469.6001555345	rocks
98	2C23RB2	autumn	23	RB	2	-1.429069567	-25.16481321	130.1788886	1164.288617	10.43438559	1.59125	0.784578162	2	0.34279	0.021626532	0.025626031	0.533513214	244.00311966781	rocks	autumn_23_rocks	9.231963865	1	4.86890957069806	7.05986555030532	-3.83383438474287	-3.66414660818659	2.34510665906401	5.49718101073528	-0.628271440037223	25.515208723	16611.0611147621	rocks
99	2C23RB3	autumn	23	RB	3	0.590915843	-25.3285897	114.0690359	1019.184791	10.42394119	1.63414	0.791156204	2	0.34128	0.02259831	0.022129453	0.513860454	221.984460979751	rocks	autumn_23_rocks	9.231963865	1	4.73680384317626	6.92675836221833	-3.78988015426103	-3.81084584280261	2.34410519801845	5.40260738383577	-0.665803540659501	27.535194133	20876.8239195635	rocks
100	2C23SB1	autumn	23	SB	1	0.289940978	-24.66961377	61.06302948	475.2023459	9.079188203	1.75324	0.820868791	2	0.31406	0.01038944	0.003776489	0.47967692	127.300328479427	sand	autumn_23_sand	9.080047563	1	4.11190660088107	6.1637407046945	-4.56696537330238	-5.57896053696491	2.20598478366039	4.84654908591688	-0.734642485035817	27.234219268	20199.6939399782	sand
101	2C23SB2	autumn	23	SB	2	-0.938628556	-22.28342925	44.74205517	325.2314427	8.480537644	1.811945455	0.81588348	2	0.333609091	0.005533807	0.006592412	0.583755433	76.6452055787548	sand	autumn_23_sand	9.080047563	1	3.80091389085855	5.78453706026912	-5.19687927354179	-5.02183598832801	2.13777384920912	4.33918705383451	-0.538273162975959	26.005649734	17587.4601504529	sand
102	2C23SB3	autumn	23	SB	3	1.116881756	-23.5189456	38.89243059	340.4234875	10.21177461	1.69432	0.824330705	2	0.29764	0.005467791	0.006410104	0.469656901	82.810303664632	sand	autumn_23_sand	9.080047563	1	3.66079964531469	5.83019039402508	-5.20888058323571	-5.04987978353219	2.32354142804284	4.41655249404326	-0.755752848728562	28.061160046	22096.1628632673	sand
103	2C24EB1	autumn	24	EB	1	4.228271106	-17.98855464	898.5042128	7790.174333	10.11518543	1.708845455	0.698217297	1	0.5157	0.017463593	0.002711243	0.537667748	1671.11420787694	eelgrass	autumn_24_eelgrass	10.32708528	1	6.80073139491602	8.96061851769012	-4.04763696509081	-5.91034807766147	2.31403780263161	7.42124587328375	-0.62051447836773	31.172549396	30291.2339623795	eelgrass
104	2C24EB2	autumn	24	EB	2	3.893744943	-18.70105187	845.418633	6792.421293	9.37345263	1.743158333	0.728419201	1	0.473408333	0.015832421	0.002283865	0.486383329	1738.17354048333	eelgrass	autumn_24_eelgrass	10.32708528	1	6.73983192834403	8.82356275389439	-4.14569547932244	-6.08188609576537	2.23788150543376	7.46059015152145	-0.720758223177424	30.838023233	29326.4567230334	eelgrass
105	2C24EB3	autumn	24	EB	3	3.778289011	-18.57474466	681.5461282	5514.234627	9.439234507	1.75741	0.737585424	1	0.46117	0.01349962	0.0021779	0.471224363	1446.33041437206	eelgrass	autumn_24_eelgrass	10.32708528	1	6.52436393512624	8.61508814182101	-4.30509374208207	-6.12939416920771	2.24487488650924	7.27678487894802	-0.752420943821782	30.722567301	28998.2982830228	eelgrass
106	2C24RB1	autumn	24	RB	1	4.616084621	-17.25825996	802.7239822	6263.178459	9.102807064	1.995914286	0.716821507	1	0.5652	0.015659155	0.004113185	0.417250888	1923.84008107851	rocks	autumn_24_rocks	10.25186785	1	6.68801092160664	8.74244307629158	-4.15669954900687	-5.49355761141157	2.20858283452758	7.5620785098286	-0.874067588221966	31.560362911	31435.9048431192	rocks
107	2C24RB2	autumn	24	RB	2	4.547008422	-17.6114432	708.1014028	5447.073596	8.974589191	1.793390909	0.722539245	1	0.536409091	0.013042701	0.002151298	0.381631345	1855.459233308	rocks	autumn_24_rocks	10.25186785	1	6.56258730773189	8.60283378858302	-4.33952661203064	-6.1416838980785	2.19439716073622	7.52588750952795	-0.963300201796067	31.491286712	31229.9448938556	rocks
108	2C24RB3	autumn	24	RB	3	5.164746999	-18.04087308	595.1251325	4559.804392	8.938913011	1.497375	0.733468525	1	0.204325	0.013118624	0.002637264	0.374417261	1589.47034362286	rocks	autumn_24_rocks	10.25186785	1	6.38877169015696	8.42503500509712	-4.33372237901506	-5.93801326285639	2.19041399465664	7.37115612250008	-0.982384432343125	32.109025289	33104.0680890482	rocks
109	2C24SB1	autumn	24	SB	1	1.583639499	-19.51654771	188.1033956	1486.163495	9.217576351	1.770011111	0.761727798	2	0.421744444	0.005465149	0.002026999	0.407294991	461.835769544242	sand	autumn_24_sand	10.34501222	1	5.23699178824399	7.30395324277872	-5.20936389331542	-6.20119890485231	2.22111213435738	6.13520935070778	-0.89821756246379	28.527917789	23217.2203330566	sand
110	2C24SB2	autumn	24	SB	2	1.858957491	-18.57844766	168.740906	1267.730149	8.765026465	1.75885	0.790783751	2	0.36798	0.004979605	0.001731276	0.430726482	391.758837804637	sand	autumn_24_sand	10.34501222	1	5.12836443793013	7.14498329610252	-5.30240470836043	-6.35889657009085	2.17076953776396	5.97064644078929	-0.842282002859156	28.803235781	23895.9245632439	sand
111	2C24SB3	autumn	24	SB	3	3.027332051	-18.32158062	185.798726	1329.784715	8.349979219	1.81981	0.759414444	2	0.43782	0.005329652	0.002696797	0.405143268	458.600057498672	sand	autumn_24_sand	10.34501222	1	5.22466396952092	7.19277233969264	-5.23446933374268	-5.91569050647459	2.12225905011715	6.1281784958025	-0.903514526281574	29.971610341	26923.4204353651	sand
112	2C25EB1	autumn	25	EB	1	4.926703224	-22.77643639	840.5149578	7395.713411	10.26553095	1.747890909	0.73047517	1	0.4711	0.033476574	0.014154841	0.645899126	1301.3099475846	eelgrass	autumn_25_eelgrass	11.01270833	1	6.73401474900204	8.9086558425675	-3.39690936834601	-4.2576985932613	2.32879177343913	7.17112668809731	-0.437111939095268	31.870981514	32373.25105729	eelgrass
113	2C25EB2	autumn	25	EB	2	4.815715584	-21.65649702	427.3122302	4072.97271	11.12020944	1.7668	0.75716241	1	0.429045455	0.020035294	0.004156144	0.534511666	799.444160681799	eelgrass	autumn_25_eelgrass	11.01270833	1	6.05751496428578	8.312128407405	-3.91025986068176	-5.48316755764473	2.40876412317744	6.68391668703539	-0.626401722749608	31.759993874	32036.2172381591	eelgrass
114	2C25EB3	autumn	25	EB	3	4.636807481	-16.92227958	1389.717225	12808.31279	10.75256989	1.634372727	0.673636257	1	0.5334	0.032130105	0.004288365	0.836259916	1661.82450983338	eelgrass	autumn_25_eelgrass	11.01270833	1	7.23685557017718	9.45784967583369	-3.43796183788585	-5.45184973756759	2.37514478553838	7.41567138008913	-0.178815809911944	31.581085771	31497.8689302187	eelgrass
115	2C25RB1	autumn	25	RB	1	5.974912129	-20.9382021	496.5060143	3405.194172	8.001366386	1.784590909	0.773520797	2	0.404172727	0.018885953	0.007319816	0.578404128	858.40676140541	rocks	autumn_25_rocks	11.48047651	1	6.20759559680562	8.13305724250838	-3.96933686076026	-4.91717008793687	2.07961232534548	6.75507806803921	-0.547482471233589	32.919190419	35673.641059821	rocks
116	2C25RB2	autumn	25	RB	2	-0.826616648	-20.9822339	743.5350114	6032.23919	9.465071961	1.732425	0.749811199	2	0.433433333	0.024347907	0.016190193	0.561966494	1323.09491640261	rocks	autumn_25_rocks	11.48047651	1	6.61141585477134	8.7048735624162	-3.71530938797333	-4.1233495904248	2.247608387485	7.18772890485416	-0.576313050082824	26.117661642	17815.6992913505	rocks
117	2C25RB3	autumn	25	RB	3	5.733180245	-21.14058437	538.5987023	4662.968588	10.10052567	1.748163636	0.763778094	2	0.412954545	0.02230092	0.009890608	0.456858494	1178.9180005921	rocks	autumn_25_rocks	11.48047651	1	6.28897077097987	8.44740756034986	-3.80312734576167	-4.61616965899848	2.31258746902749	7.07235234815437	-0.783381577174503	32.677458535	34893.5227455576	rocks
118	2C25SB1	autumn	25	SB	1	NA	-20.54525532	62.63734987	460.2364015	8.572241155	1.86987	0.804473038	2	0.36561	0.002702981	0.001150109	0.540228838	115.945957461086	sand	autumn_25_sand	11.48569882	1	4.13736174347595	6.13174027377773	-5.91340004093932	-6.76789855848987	2.14852921009008	4.75312419859256	-0.615762455116616	NA	NA	sand
119	2C25SB2	autumn	25	SB	2	NA	-20.59382013	70.10247857	530.6706716	8.831581938	1.79498	0.808276415	2	0.34414	0.002664401	0.001209961	0.521132121	134.519588689871	sand	autumn_25_sand	11.48569882	1	4.24995815104743	6.27414162469266	-5.9277760121063	-6.71716715129789	2.17833415349593	4.90170982925418	-0.651751678206751	NA	NA	sand
120	2C25SB3	autumn	25	SB	3	NA	-20.36617775	63.5564546	553.0094536	10.15125371	1.80057	0.798797048	2	0.36228	0.002857094	0.001256433	0.51450866	123.528444788471	sand	autumn_25_sand	11.48569882	1	4.15192855974772	6.31537509649376	-5.85795025462967	-6.67947852512418	2.31759721608665	4.8164714517218	-0.66454289197408	NA	NA	sand
121	2C26EB1	autumn	26	EB	1	7.823179986	-21.25033266	108.5794155	1259.231344	13.53021867	1.872966667	0.793576145	2	0.386625	0.004953134	0.002770331	0.302379594	359.083144678076	eelgrass	autumn_26_eelgrass	17.44999892	2	4.68748184533517	7.13825676934826	-5.30773477143148	-5.88878847133696	2.60492560391462	5.88355396244755	-1.19607211711238	34.767458276	42026.0745330614	eelgrass
122	2C26EB2	autumn	26	EB	2	-0.46002918	-20.90048627	56.7805465	506.8357201	10.41392478	1.896058333	0.82080808	2	0.339758333	0.003316486	0.002055586	0.448684731	126.548871795684	eelgrass	autumn_26_eelgrass	17.44999892	2	4.03919377586642	6.22818692761284	-5.70884949032523	-6.18719431353295	2.34314383174554	4.84062857186395	-0.801434795997533	26.48424911	18576.4615317825	eelgrass
123	2C26EB3	autumn	26	EB	3	0.135999735	-19.9116257	68.3974943	547.1976817	9.33363571	1.918090909	0.819882459	2	0.345481818	0.003542627	0.002049338	0.240811666	284.028990107149	eelgrass	autumn_26_eelgrass	17.44999892	2	4.22533619091656	6.30481012964001	-5.6428867366539	-6.19023846481319	2.23362461848231	5.64907631079369	-1.42374011987713	27.080278025	19859.0905674968	eelgrass
124	2C26RB1	autumn	26	RB	1	-1.567828405	-18.89126068	50.65756049	503.2328312	11.58968107	1.865745455	0.804625984	2	0.364518182	0.004237464	0.002305512	1.294188289	39.1423418992165	rocks	autumn_26_rocks	18.09406033	2	3.92508848885425	6.22105294809095	-5.46379030188688	-6.07245250138636	2.45011513928538	3.66720479408742	0.257883694766832	25.376449885	16341.525471482	rocks
125	2C26RB2	autumn	26	RB	2	2.371005282	-20.52849433	74.66987237	772.0420828	12.06263965	2.016145455	0.864642703	2	0.2729	0.011368814	0.016531987	0.339284895	220.080155263028	rocks	autumn_26_rocks	18.09406033	2	4.3130766957921	6.64903905993805	-4.47688128624695	-4.1024581686867	2.49011304380016	5.39399182210056	-1.08091512630847	29.315283572	25193.1399170966	rocks
126	2C26RB3	autumn	26	RB	3	2.077960791	-20.99439696	94.69627185	956.0749494	11.77893018	1.93815	0.821840415	2	0.3453	0.015015451	0.004198523	0.209497921	452.015329784585	rocks	autumn_26_rocks	18.09406033	2	4.55067463141287	6.86283630893234	-4.1986755413679	-5.4730224822087	2.46631235746099	6.11371609470974	-1.56304146329687	29.022239081	24445.1522405369	rocks
127	2C26SB1	autumn	26	SB	1	0.292901386	-21.36023642	89.25378582	782.5782224	10.22934677	1.79834	0.813322286	2	0.33571	0.004748119	0.002377399	0.260237626	342.970335196648	sand	autumn_26_sand	17.85499409	2	4.49148383791138	6.6625938821466	-5.35000673936429	-6.04174824604542	2.32526072357481	5.83764395711864	-1.34616011920725	27.237179676	20206.2818838599	sand
128	2C26SB2	autumn	26	SB	2	0.200305354	-19.34357051	74.62248571	695.1544134	10.86821854	1.854145455	0.810218871	2	0.351881818	0.004240673	0.002314716	0.431793194	172.81996739856	sand	autumn_26_sand	17.85499409	2	4.31244187881686	6.54413399844097	-5.46303329591888	-6.06846827715527	2.38584279993756	5.15225040176933	-0.839808522952469	27.144583644	20000.9007107058	sand
129	2C26SB3	autumn	26	SB	3	1.394190314	-19.00839687	62.48765608	579.5403483	10.82022353	1.84677	0.814438181	2	0.34269	0.004256747	0.002147011	0.27385912	228.174457290303	sand	autumn_26_sand	17.85499409	2	4.13496903451612	6.36223528641297	-5.45925002542679	-6.14367863667058	2.38141693216982	5.43011049992001	-1.29514146540389	28.338468604	22757.7400555634	sand
130	2C27EB1	autumn	27	EB	1	2.556501457	-22.27423602	220.6016423	1716.125541	9.075845686	1.844372727	0.789398712	2	0.388427273	0.009422828	0.003338675	0.732581999	301.128942017588	eelgrass	autumn_27_eelgrass	19.22930972	2	5.39635855148797	7.44782443646282	-4.66462002313434	-5.70218125728923	2.20561656434908	5.70753855181685	-0.311180000328876	29.500779747	25674.4107782892	eelgrass
131	2C27EB2	autumn	27	EB	2	3.90134873	-23.2585941	431.8080962	3429.078509	9.264744292	1.81942	0.756455354	2	0.44311	0.017243626	0.004605316	0.742732405	581.377752327906	eelgrass	autumn_27_eelgrass	19.22930972	2	6.06798126778914	8.1400468477972	-4.06031271103577	-5.38054399056512	2.22621626000405	6.36540072170275	-0.297419453913613	30.84562702	29348.1553043716	eelgrass
132	2C27EB3	autumn	27	EB	3	1.879637753	-22.61843777	194.0110556	1493.667809	8.982026506	1.77409	0.790687056	2	0.37134	0.010638535	0.003603825	0.617228346	314.326224414846	eelgrass	autumn_27_eelgrass	19.22930972	2	5.26791514506846	7.30898999090239	-4.54327249251842	-5.62575949757369	2.19522552567433	5.75043137785015	-0.482516232781693	28.823916043	23947.4322006197	eelgrass
133	2C27RB1	autumn	27	RB	1	-1.236303325	-19.49660993	37.96044838	273.5584927	8.407476424	1.869458333	0.836824392	2	0.30505	0.004325941	0.003817232	0.260202092	145.888328907056	rocks	autumn_27_rocks	18.60456674	2	3.63654478557924	5.61151546627174	-5.44312559000937	-5.56822972634828	2.12912136046541	4.98284145854604	-1.3462966729668	25.707974965	16990.4000579709	rocks
134	2C27RB2	autumn	27	RB	2	1.232374501	-21.23716989	38.87989546	355.3213253	10.66210547	1.820316667	0.835816113	2	0.298866667	0.004962604	0.004937387	0.3028527	128.378896605512	rocks	autumn_27_rocks	18.60456674	2	3.66047729080262	5.87302252177184	-5.30582467600959	-5.31091903509274	2.36669591049195	4.85498602109293	-1.19450873029032	28.176652791	22370.1141986156	rocks
135	2C27RB3	autumn	27	RB	3	2.549594685	-19.83670223	42.49827904	336.7570142	9.244684538	1.809218182	0.822746138	2	0.320690909	0.004159725	0.00231208	0.373319452	113.838908774569	rocks	autumn_27_rocks	18.60456674	2	3.74946358193403	5.81936164417526	-5.48230631266328	-6.06960772669452	2.22404874181234	4.73478436812927	-0.985320786195237	29.493872975	25656.3821915798	rocks
136	2C27SB1	autumn	27	SB	1	-2.334480152	-17.28359347	19.2596912	202.9354278	12.2929281	1.8384	0.828070605	2	0.316075	0.002769884	0.002331673	0.207359781	92.880553341248	sand	autumn_27_sand	20.56559768	2	2.95801437301195	5.31288783878537	-5.88894983691608	-6.06116924331062	2.50902414581103	4.531314294965	-1.57329992195304	24.609798138	14904.7314095758	sand
137	2C27SB2	autumn	27	SB	2	-1.879619849	-17.78312906	23.92632553	210.312889	10.25502378	1.862036364	0.827598328	2	0.321018182	0.002821659	0.002402081	0.171125877	139.817109775864	sand	autumn_27_sand	20.56559768	2	3.17497933935707	5.34859636946587	-5.87043026913913	-6.0314198339945	2.3277677103905	4.94033520983503	-1.76535587047796	25.064658441	15746.5484007429	sand
